Customer_Type,Type_of_Travel,Class,Departure_Delay,Arrival_Delay,Ease_of_Online_Booking,On_board_Service,Seat_Comfort,Cleanliness,Food_and_Drink,In_flight_Service,In_flight_Wifi_Service,In_flight_Entertainment,Baggage_Handling,Satisfaction
1,0,0,28.0,14.0,1,4,5,5,5,4.0,1,4,4.0,1
1,0,0,15.0,3.0,1,4,4,4,4,4.0,1,4,4.0,1
1,0,0,9.0,0.0,4,2,4,4,4,2.0,2,2,2.0,0
1,0,0,40.0,31.0,2,4,4,5,4,4.0,2,4,4.0,1
0,0,1,1.0,0.0,2,3,3,3,3,4.0,2,3,3.0,0
1,0,0,25.0,0.0,4,4,4,4,4,4.0,4,4,4.0,0
0,0,1,22.0,64.0,1,2,5,5,5,4.0,1,5,4.0,0
1,0,1,25.0,0.0,4,1,4,4,4,5.0,4,4,4.0,1
1,1,1,1.0,0.0,4,4,2,2,2,4.0,4,2,4.0,1
1,1,1,58.0,34.0,2,4,1,5,5,5.0,2,5,5.0,0
1,1,1,3.0,0.0,2,1,4,4,4,3.0,2,4,3.0,0
1,1,1,14.0,9.0,3,2,2,2,2,3.0,3,2,2.0,0
1,1,1,50.0,38.0,3,5,5,5,5,5.0,3,5,4.0,0
1,0,0,12.0,9.0,3,5,4,5,5,5.0,4,5,5.0,1
0,0,0,16.0,14.0,4,3,5,5,5,5.0,4,5,4.0,0
1,0,0,9.0,4.0,2,5,5,3,2,5.0,2,5,5.0,1
1,0,0,35.0,28.0,5,4,2,2,3,4.0,4,4,4.0,0
0,0,1,24.0,15.0,3,1,2,2,2,4.0,3,2,3.0,0
1,1,1,13.0,4.0,3,2,4,5,2,2.0,3,2,2.0,0
1,1,1,84.0,89.0,2,5,1,1,1,4.0,2,1,5.0,0
1,0,2,20.0,13.0,5,3,3,3,3,4.0,3,3,4.0,0
0,0,0,40.0,31.0,5,3,5,3,3,4.0,5,3,5.0,1
1,0,0,13.0,5.0,4,4,4,4,2,4.0,4,4,4.0,1
1,0,0,0.0,14.0,5,2,5,5,5,2.0,5,2,2.0,1
0,0,1,55.0,41.0,2,1,2,2,2,4.0,2,2,4.0,0
1,0,0,57.0,48.0,3,4,4,3,3,4.0,3,4,4.0,1
1,0,0,86.0,73.0,5,4,3,1,4,4.0,4,4,4.0,0
1,1,1,0.0,0.0,5,4,4,4,4,4.0,4,4,3.0,0
1,1,1,189.0,185.0,4,4,4,4,4,3.0,4,4,4.0,0
1,1,1,19.0,6.0,1,3,3,3,3,5.0,1,3,4.0,0
1,0,0,101.0,72.0,5,2,4,5,5,2.0,5,2,2.0,1
0,0,0,0.0,0.0,4,5,1,2,2,4.0,4,2,4.0,1
1,1,0,28.0,16.0,3,1,4,4,4,4.0,3,4,3.0,0
1,1,0,0.0,0.0,2,3,1,1,1,4.0,2,1,3.0,0
1,1,0,2.0,11.0,3,2,4,4,4,4.0,3,4,4.0,0
1,1,0,0.0,0.0,4,2,4,2,5,2.0,4,2,3.5305437342478205,0
1,0,0,10.0,0.0,5,3,4,4,4,4.0,3,4,5.0,1
0,0,0,0.0,0.0,2,5,5,4,4,4.0,2,4,5.0,0
0,0,1,1.0,0.0,0,3,2,2,2,5.0,1,2,5.0,0
0,0,0,0.0,0.0,4,4,5,3,3,5.0,4,3,4.0,1
1,0,0,4.0,12.0,5,4,4,4,4,4.0,1,4,4.0,1
1,0,0,0.0,0.0,2,4,4,4,3,4.0,1,4,4.0,1
1,0,0,45.0,41.0,1,3,4,3,3,3.0,1,3,3.0,1
0,0,0,0.0,2.0,2,5,5,5,5,5.0,2,5,4.0,0
1,0,0,7.0,0.0,4,3,5,5,5,5.0,4,5,5.0,1
1,0,0,4.0,0.0,4,3,5,5,5,3.0,4,3,3.0,1
1,0,1,9.0,0.0,1,3,3,3,3,3.0,2,3,2.0,0
1,0,0,7.0,12.0,5,4,5,5,4,4.0,5,4,4.0,1
1,0,1,0.0,0.0,4,4,3,3,5,4.0,4,4,4.0,0
1,0,1,0.0,13.0,1,4,4,1,4,4.0,4,4,4.0,0
1,0,1,0.0,0.0,3,3,1,4,1,3.0,3,3,3.0,0
1,0,0,53.0,47.0,2,3,3,2,4,3.0,3,3,3.0,0
1,0,0,60.0,47.0,2,3,4,3,2,3.0,3,3,3.0,0
0,0,1,119.0,114.0,2,1,1,1,1,4.0,3,1,3.0,0
1,0,0,61.0,53.0,3,5,4,4,2,5.0,5,5,5.0,0
1,0,0,17.0,10.0,1,2,3,3,3,2.0,2,2,2.0,0
1,0,0,23.0,27.0,5,1,2,2,2,4.0,2,2,3.0,0
0,0,1,0.0,2.0,1,2,3,3,3,3.0,1,3,4.0,0
1,0,0,38.0,34.0,1,3,1,1,1,3.0,1,1,4.0,0
1,0,0,34.0,4.0,5,2,2,1,5,2.0,2,2,2.0,0
1,0,0,10.0,2.0,5,4,2,1,4,4.0,5,4,4.0,1
1,0,0,14.0,27.0,3,2,3,2,4,2.0,2,2,2.0,0
1,0,0,1.0,0.0,2,5,4,1,3,5.0,3,5,5.0,1
0,0,1,0.0,0.0,2,4,5,5,5,5.0,3,5,2.0,0
1,1,1,40.0,25.0,4,2,1,1,1,5.0,4,1,3.0,1
1,1,1,10.0,2.0,0,2,4,1,4,2.0,0,2,2.0,1
1,1,1,0.0,0.0,4,5,4,2,2,5.0,3,5,5.0,0
1,1,1,50.0,49.0,1,4,3,3,3,4.0,1,3,5.0,0
1,1,1,63.0,65.0,1,3,5,5,5,4.0,1,5,4.0,0
1,1,1,0.0,0.0,5,1,2,3,4,3.5396954922943435,5,1,3.5305437342478205,1
1,1,1,2.0,0.0,4,3,4,4,4,3.5396954922943435,5,4,3.0,1
1,1,1,10.0,0.0,1,3,3,3,3,5.0,2,3,5.0,0
0,1,1,32.0,23.0,2,3,2,1,1,5.0,2,1,4.0,0
1,1,1,18.0,1.0,2,3,3,3,3,2.0,2,3,2.0,0
1,1,1,10.0,1.0,1,2,5,5,5,3.0,1,5,3.0,0
1,1,1,11.0,0.0,2,2,2,3,4,2.0,2,2,2.0,0
1,1,1,1.0,0.0,1,3,1,1,1,3.0,1,1,2.0,0
1,1,1,3.0,0.0,3,4,3,2,2,4.0,3,2,4.0,0
1,1,1,13.0,3.0,1,4,4,3,3,3.5396954922943435,2,3,3.0,0
1,1,1,52.0,71.0,1,4,1,1,5,4.0,1,4,4.0,0
1,0,0,23.0,4.0,3,4,4,3,3,4.0,3,4,4.0,1
1,0,0,16.0,19.0,3,4,4,4,3,4.0,3,4,4.0,1
1,0,0,19.0,13.0,2,3,4,4,4,5.0,2,4,5.0,1
1,0,2,5.0,0.0,0,1,1,1,1,4.0,1,1,3.0,0
1,1,2,5.0,0.0,1,4,5,5,5,5.0,1,5,4.0,0
1,1,2,7.0,4.0,3,3,3,3,3,4.0,3,3,4.0,0
1,0,0,12.0,6.0,4,5,5,5,5,5.0,4,5,5.0,1
1,0,0,19.0,21.0,1,5,4,5,2,5.0,1,5,5.0,1
1,0,0,2.0,0.0,1,5,5,5,5,5.0,1,5,4.0,1
0,0,0,21.0,11.0,2,3,4,4,4,4.0,2,4,4.0,0
1,0,0,6.0,10.0,5,3,4,5,4,3.0,5,3,3.0,1
1,0,0,3.0,3.0,5,5,4,3,4,5.0,5,5,5.0,1
0,0,1,0.0,0.0,3,3,5,2,2,4.0,3,2,3.0,0
1,0,0,9.0,26.0,1,4,2,2,2,3.0,2,2,4.0,0
1,1,1,0.0,0.0,4,2,2,3,3,4.0,4,3,5.0,0
0,0,1,38.0,45.0,4,3,3,3,3,5.0,4,3,4.0,0
1,0,0,14.0,15.0,3,2,4,3,4,2.0,3,2,2.0,1
1,1,0,3.0,0.0,4,4,3,1,1,4.0,4,4,3.0,1
1,0,0,22.0,15.0,5,5,5,3,5,5.0,5,5,5.0,1
1,0,0,1.0,0.0,3,4,5,3,4,4.0,3,4,4.0,1
1,0,0,15.0,0.0,5,5,4,4,4,4.0,4,4,4.0,1
1,0,0,21.0,10.0,1,3,4,4,4,5.0,1,4,5.0,1
1,0,0,29.0,22.0,2,4,4,3,4,4.0,2,4,4.0,1
1,0,0,1.0,0.0,5,2,5,4,2,2.0,5,2,2.0,1
1,0,0,12.0,1.0,2,1,4,3,2,3.5396954922943435,1,1,3.5305437342478205,0
1,0,1,96.0,95.0,5,3,4,4,4,4.0,4,4,4.0,0
1,0,0,63.0,55.0,1,3,4,4,1,3.0,3,3,3.0,0
0,0,1,31.0,58.0,3,1,5,2,2,3.0,3,2,3.0,0
1,0,1,18.0,0.0,2,2,3,3,3,4.0,3,3,4.0,0
1,0,0,9.0,0.0,2,3,4,4,5,3.0,3,3,3.0,0
1,1,1,27.0,64.0,2,4,1,1,1,3.0,2,1,3.0,0
1,1,1,7.0,2.0,4,1,4,2,2,3.0,4,2,3.0,0
1,1,1,25.0,17.0,3,1,3,4,3,3.5396954922943435,3,1,3.5305437342478205,0
1,1,1,1.0,1.0,2,1,2,2,2,2.0,2,2,4.0,0
1,1,1,108.0,110.0,1,1,3,4,4,3.5396954922943435,1,1,3.5305437342478205,0
1,1,1,13.0,0.0,0,1,3,2,2,2.0,0,2,2.0,1
1,1,1,0.0,0.0,4,2,4,1,1,3.5396954922943435,3,1,3.5305437342478205,0
1,1,2,4.0,0.0,1,1,2,2,2,3.0,2,2,3.0,0
1,0,0,125.0,119.0,2,5,5,5,5,5.0,2,5,5.0,1
0,0,0,12.0,8.0,5,4,1,1,1,5.0,4,1,4.0,1
0,0,0,0.0,2.0,1,3,3,3,3,2.0,1,3,3.0,0
0,0,0,10.0,5.0,2,3,5,5,5,4.0,2,5,5.0,0
1,0,0,8.0,13.0,1,5,5,3,4,5.0,1,5,5.0,1
1,0,0,7.0,0.0,1,4,4,4,4,4.0,1,4,4.0,1
1,0,0,0.0,1.0,5,5,4,4,4,5.0,5,5,5.0,1
1,0,0,15.0,1.0,2,4,4,5,4,4.0,2,4,4.0,1
1,0,0,151.0,177.0,2,2,5,5,5,3.0,2,5,5.0,1
0,0,1,19.0,1.0,3,4,2,4,4,5.0,3,4,5.0,0
1,0,0,173.0,175.0,3,2,5,5,5,5.0,3,4,4.0,1
1,0,0,71.0,63.0,2,4,4,5,2,4.0,2,4,4.0,1
1,0,0,46.0,55.0,5,5,4,4,5,5.0,5,5,5.0,1
1,0,0,41.0,48.0,4,5,4,4,3,5.0,4,5,5.0,1
1,0,0,2.0,0.0,4,5,4,4,4,5.0,4,4,5.0,1
1,0,0,6.0,0.0,3,4,3,3,3,4.0,3,3,5.0,1
1,0,0,12.0,0.0,3,5,4,5,5,5.0,2,5,5.0,1
1,0,0,41.0,31.0,2,3,4,4,5,3.0,2,3,3.0,1
1,0,0,22.0,2.0,4,4,4,4,4,4.0,4,4,4.0,1
1,0,0,15.0,19.0,2,2,3,3,1,2.0,2,2,2.0,0
1,0,0,84.0,83.0,2,4,4,4,3,4.0,2,4,4.0,1
0,0,0,58.0,35.0,5,1,1,1,1,3.5396954922943435,4,1,2.0,0
0,0,0,39.0,13.0,4,3,2,2,2,4.0,4,2,5.0,1
0,0,1,26.0,8.0,2,2,2,4,4,4.0,2,4,3.0,0
0,0,1,38.0,52.0,3,2,5,5,5,3.0,3,5,3.0,0
1,0,0,16.0,6.0,5,5,4,3,5,5.0,5,5,5.0,1
1,0,0,16.0,8.0,2,1,4,4,3,3.5396954922943435,1,1,3.5305437342478205,0
1,0,0,0.0,0.0,4,3,4,3,4,3.0,3,3,3.0,0
1,0,0,43.0,37.0,4,4,5,5,2,4.0,4,4,4.0,1
0,0,1,22.0,3.0,3,3,1,1,1,3.0,3,1,3.0,0
0,0,1,0.0,0.0,2,1,4,3,3,3.0,2,3,3.0,0
1,0,1,39.0,28.0,4,3,4,4,4,4.0,4,4,2.0,0
1,0,0,36.0,26.0,2,3,1,1,1,3.0,1,1,3.0,0
0,0,1,0.0,0.0,3,4,2,2,2,4.0,3,2,2.0,0
0,0,1,100.0,94.0,2,4,2,2,2,4.0,2,2,4.0,0
1,0,0,21.0,21.0,1,1,4,4,4,3.5396954922943435,1,1,3.5305437342478205,0
0,0,1,0.0,0.0,1,4,2,1,1,4.0,1,1,3.0,0
1,0,0,30.0,25.0,4,5,4,1,4,5.0,4,5,5.0,1
1,1,1,42.0,26.0,3,4,1,1,1,2.0,3,1,5.0,0
1,1,1,0.0,0.0,4,4,5,5,2,4.0,4,4,3.0,0
1,1,1,1.0,0.0,5,4,5,5,5,4.0,5,5,3.0,1
1,1,1,16.0,5.0,2,2,3,2,2,2.0,2,2,2.0,0
1,1,1,9.0,0.0,1,2,3,3,3,2.0,2,3,4.0,0
1,1,1,0.0,0.0,4,3,2,2,2,3.0,4,2,3.0,1
1,1,1,33.0,12.0,4,4,3,3,3,3.0,3,3,4.0,0
1,1,1,20.0,5.0,2,4,3,3,3,5.0,2,3,5.0,0
1,1,1,113.0,120.0,2,4,1,1,1,5.0,2,1,5.0,0
1,1,1,7.0,0.0,3,2,5,5,5,4.0,3,5,3.0,0
1,1,1,22.0,3.0,2,4,4,4,4,3.0,1,4,4.0,0
1,1,1,45.0,40.0,4,5,4,4,4,5.0,4,4,3.5305437342478205,0
1,1,1,17.0,3.0,3,4,5,5,5,4.0,3,5,4.0,0
1,0,0,14.0,13.0,4,5,5,5,4,5.0,4,5,5.0,1
1,0,0,116.0,114.0,2,4,4,4,5,4.0,2,4,4.0,1
1,0,2,0.0,8.0,5,1,2,2,2,2.0,2,2,3.5305437342478205,0
1,0,2,26.0,14.0,5,3,4,4,1,3.0,3,3,3.0,0
1,1,2,8.0,0.0,3,3,4,4,4,4.0,3,4,4.0,0
1,0,2,2.0,0.0,3,4,3,3,3,3.0,3,3,4.0,0
1,0,0,25.0,4.0,3,1,5,4,4,3.5396954922943435,3,1,3.5305437342478205,1
1,0,0,4.0,0.0,2,2,4,4,4,4.0,4,4,3.0,0
0,0,1,56.0,43.0,4,4,1,1,1,3.5396954922943435,4,1,3.5305437342478205,0
1,0,0,2.0,0.0,3,4,1,4,2,4.0,4,4,4.0,1
1,0,1,88.0,50.0,4,3,4,4,4,2.0,4,4,2.0,1
1,1,1,7.0,0.0,3,2,5,5,5,4.0,2,5,4.0,0
1,1,1,6.0,0.0,3,1,2,2,2,3.0,4,2,4.0,0
1,1,2,99.0,0.0,2,4,1,1,1,4.0,3,1,4.0,0
1,0,0,8.0,9.0,5,4,5,5,5,4.0,5,4,4.0,1
1,0,0,33.0,16.0,2,2,4,3,5,2.0,2,2,2.0,1
1,0,0,25.0,30.0,4,3,4,4,2,3.0,4,3,3.0,1
0,0,0,42.0,40.0,1,3,5,5,5,5.0,1,5,5.0,0
1,0,0,1.0,0.0,1,3,4,4,4,4.0,1,4,4.0,1
0,0,0,78.0,116.0,4,5,5,5,5,5.0,4,5,4.0,1
1,0,0,16.0,12.0,1,2,5,4,2,2.0,1,2,2.0,1
0,0,0,8.0,0.0,5,4,2,2,2,4.0,5,2,4.0,1
1,0,0,17.0,7.0,2,5,4,4,3,5.0,3,5,5.0,1
1,0,0,91.0,86.0,3,5,2,2,2,4.0,3,2,5.0,1
1,0,0,6.0,3.0,1,4,5,3,5,4.0,1,4,4.0,1
1,0,0,25.0,25.0,1,4,5,5,3,4.0,1,4,4.0,1
1,0,0,6.0,9.0,5,2,4,1,5,2.0,2,2,2.0,0
0,0,0,27.0,27.0,1,3,1,3,3,3.0,1,3,3.0,0
1,0,0,20.0,0.0,4,2,5,5,4,2.0,4,2,2.0,1
1,0,0,114.0,86.0,5,1,3,1,2,3.5396954922943435,1,1,3.5305437342478205,0
1,0,0,10.0,1.0,2,5,4,5,4,5.0,2,5,5.0,1
0,0,0,16.0,7.0,4,4,2,2,2,4.0,4,2,4.0,0
1,0,0,43.0,24.0,2,3,4,2,4,3.0,3,3,3.0,0
0,0,1,8.0,0.0,1,3,1,1,1,5.0,1,1,4.0,0
1,0,0,14.0,29.0,1,5,5,3,5,5.0,1,5,5.0,1
1,0,0,15.0,8.0,1,2,5,3,5,2.0,2,2,2.0,1
1,1,0,17.0,0.0,1,3,5,5,5,4.0,1,5,5.0,0
1,1,0,51.0,39.0,2,4,4,4,4,2.0,2,4,3.0,0
1,0,0,16.0,16.0,5,5,4,4,4,5.0,2,4,5.0,1
0,0,1,117.0,113.0,2,5,4,4,4,5.0,2,4,5.0,0
1,0,0,1.0,0.0,5,3,4,5,4,3.0,1,3,3.0,1
1,0,0,9.0,5.0,1,2,5,3,4,2.0,1,2,2.0,1
0,0,0,0.0,6.0,5,3,3,3,3,5.0,5,3,5.0,1
1,0,0,30.0,35.0,3,5,4,5,4,5.0,3,5,5.0,1
1,0,0,25.0,20.0,1,2,4,4,2,2.0,1,2,2.0,1
0,0,0,0.0,2.0,3,3,1,1,1,4.0,3,1,5.0,0
1,0,0,5.0,2.0,3,5,5,3,4,5.0,3,5,5.0,1
1,0,0,4.0,3.0,2,4,4,4,5,4.0,2,4,4.0,1
1,0,0,0.0,0.0,2,3,5,5,5,5.0,1,5,4.0,1
1,0,0,31.0,17.0,1,5,4,3,2,5.0,1,5,5.0,1
0,0,0,29.0,44.0,2,5,2,2,2,5.0,2,2,4.0,0
0,0,1,0.0,0.0,4,3,4,4,4,4.0,4,4,5.0,1
1,0,0,7.0,0.0,4,2,5,5,4,2.0,4,2,2.0,1
0,0,1,22.0,2.0,5,4,5,5,5,5.0,5,5,5.0,1
1,0,0,130.0,145.0,2,2,5,5,5,4.0,2,5,5.0,1
1,0,0,8.0,1.0,3,5,4,3,2,5.0,3,5,5.0,1
1,0,0,30.0,24.0,3,5,5,5,5,5.0,3,5,5.0,1
1,0,0,64.0,47.0,5,5,4,4,5,5.0,5,5,5.0,1
1,0,0,1.0,11.0,2,5,4,4,4,4.0,2,4,5.0,1
1,0,0,7.0,0.0,5,4,4,4,4,5.0,5,4,5.0,1
1,0,0,22.0,3.0,5,5,5,3,3,5.0,5,5,5.0,1
0,0,1,0.0,1.0,3,3,2,4,4,5.0,2,4,5.0,0
1,0,0,0.0,14.0,4,3,5,5,5,4.0,4,5,4.0,1
1,0,0,69.0,61.0,4,4,4,4,4,4.0,4,4,4.0,1
1,0,0,5.0,10.0,2,4,4,5,3,4.0,2,4,4.0,1
1,0,0,60.0,47.0,3,4,5,3,5,4.0,3,4,4.0,1
1,0,0,123.0,130.0,2,4,5,5,3,4.0,2,4,4.0,1
1,0,0,36.0,12.0,4,4,4,5,2,4.0,4,4,4.0,1
1,0,0,5.0,0.0,1,5,4,3,4,5.0,1,5,5.0,1
1,0,0,7.0,3.0,2,4,4,3,4,4.0,2,4,4.0,1
1,0,0,7.0,11.0,5,3,4,4,4,5.0,5,4,5.0,1
0,0,1,12.0,1.0,2,4,1,1,1,4.0,2,1,4.0,0
1,0,0,3.0,0.0,5,4,5,5,5,4.0,2,4,4.0,1
1,0,0,2.0,3.0,1,5,4,5,5,5.0,1,5,5.0,1
0,0,1,1.0,33.0,4,1,4,4,4,3.0,3,4,3.0,0
1,0,0,9.0,3.0,2,4,5,4,2,4.0,2,4,4.0,1
1,0,0,43.0,39.0,4,5,4,4,4,4.0,4,4,5.0,1
0,0,0,0.0,20.0,2,3,2,1,1,4.0,2,1,4.0,0
1,0,0,24.0,12.0,4,4,4,5,2,4.0,4,4,4.0,1
0,0,0,114.0,120.0,5,3,1,1,1,5.0,4,1,5.0,0
1,0,0,3.0,7.0,2,2,4,3,3,2.0,2,2,2.0,1
1,0,0,57.0,44.0,3,5,4,4,4,5.0,3,5,5.0,1
1,0,0,6.0,20.0,3,4,3,3,3,3.0,3,3,3.0,0
1,0,0,42.0,28.0,3,5,5,5,5,5.0,3,5,4.0,1
1,0,0,65.0,59.0,3,5,4,5,5,5.0,3,5,5.0,1
1,0,0,19.0,8.0,3,5,5,3,4,5.0,3,5,5.0,1
1,0,0,21.0,14.0,3,3,4,4,4,3.0,3,3,3.0,1
1,0,0,39.0,50.0,4,5,4,4,4,5.0,4,4,5.0,1
0,0,0,35.0,35.0,0,4,2,2,2,5.0,1,2,5.0,0
1,0,1,2.0,0.0,5,3,2,2,2,3.0,2,2,2.0,0
1,0,0,25.0,16.0,2,2,4,4,3,2.0,2,2,2.0,1
0,0,0,1.0,3.0,4,3,3,1,1,5.0,4,1,5.0,1
0,0,0,0.0,7.0,2,5,4,4,4,5.0,2,4,4.0,0
1,0,0,87.0,70.0,2,5,4,5,5,5.0,2,5,5.0,1
1,0,0,1.0,1.0,5,5,5,3,4,5.0,5,5,5.0,1
1,0,0,22.0,15.0,1,5,4,4,4,5.0,5,5,5.0,1
1,0,0,12.0,2.0,1,4,5,3,2,4.0,1,4,4.0,1
0,0,1,24.0,19.0,1,5,3,2,2,4.0,2,2,5.0,0
0,0,0,75.0,62.0,2,3,3,3,3,5.0,2,3,5.0,0
0,0,1,124.0,126.0,2,4,3,3,3,4.0,3,3,4.0,0
1,0,0,29.0,44.0,2,4,5,5,3,4.0,2,4,4.0,1
1,0,0,26.0,11.0,4,4,5,4,3,4.0,4,4,4.0,1
1,0,0,22.0,22.0,2,5,4,4,2,5.0,2,5,5.0,1
1,0,0,2.0,4.0,5,3,3,3,3,4.0,1,3,5.0,1
1,0,0,12.0,16.0,2,4,4,4,4,4.0,2,4,4.0,1
0,0,1,1.0,0.0,1,3,4,4,4,2.0,1,4,2.0,0
0,0,0,316.0,336.0,0,5,1,1,0,3.0,0,5,4.0,1
1,0,0,23.0,15.0,5,4,4,3,3,4.0,5,4,4.0,1
1,0,0,27.0,44.0,3,5,5,5,3,5.0,3,5,5.0,1
1,0,0,1.0,16.0,2,2,3,1,1,2.0,2,2,2.0,0
1,0,1,12.0,8.0,2,4,4,4,4,3.0,4,4,3.0,0
0,0,1,11.0,0.0,3,2,2,2,2,3.0,3,2,3.0,0
0,0,1,52.0,45.0,4,1,2,2,2,3.0,4,2,3.0,0
1,0,0,9.0,12.0,3,4,4,3,2,4.0,3,4,4.0,1
1,0,0,42.0,23.0,2,4,4,2,4,4.0,4,4,4.0,0
0,0,1,5.0,7.0,1,4,3,3,3,3.0,1,3,3.0,0
1,0,1,16.0,14.0,1,3,4,1,3,3.0,3,3,3.0,0
0,0,1,29.0,20.0,3,2,5,5,5,4.0,3,5,3.0,0
1,0,0,24.0,19.0,4,2,2,2,2,3.0,2,2,2.0,0
0,0,1,50.0,39.0,4,4,4,4,4,5.0,4,4,5.0,1
1,0,0,28.0,23.0,3,2,1,1,1,4.0,1,1,4.0,0
0,0,1,21.0,12.0,3,2,4,4,4,3.0,3,4,4.0,0
1,0,0,50.0,39.0,2,4,4,5,4,4.0,2,4,4.0,1
0,0,1,0.0,0.0,2,2,2,1,1,3.0,2,1,3.0,0
0,0,1,15.0,41.0,3,1,2,2,2,3.0,3,2,2.0,0
0,0,0,0.0,0.0,4,5,3,3,3,5.0,5,3,4.0,1
0,0,0,10.0,11.0,3,4,2,2,2,3.0,3,2,3.0,0
1,0,0,23.0,0.0,3,2,5,3,2,2.0,3,2,2.0,1
1,0,1,0.0,0.0,5,4,5,5,5,3.0,5,5,4.0,0
0,0,1,52.0,23.0,3,3,4,4,4,3.0,3,4,3.0,0
0,0,1,5.0,21.0,1,4,3,3,3,3.0,1,3,4.0,0
0,0,1,12.0,8.0,3,3,4,4,4,2.0,3,4,2.0,0
1,0,0,11.0,11.0,2,5,4,5,2,5.0,3,5,5.0,1
1,0,0,2.0,8.0,2,1,3,3,3,4.0,3,3,4.0,0
1,0,1,33.0,52.0,4,3,3,1,4,3.0,3,3,3.0,0
1,0,0,40.0,35.0,3,3,4,4,5,3.0,3,3,3.0,0
0,0,0,5.0,1.0,3,5,4,3,3,4.0,4,3,5.0,1
0,0,1,19.0,9.0,2,3,3,3,3,4.0,2,3,3.0,0
1,0,1,10.0,0.0,2,2,3,2,2,2.0,2,2,2.0,0
1,0,1,41.0,24.0,3,3,2,1,1,3.0,3,3,3.0,0
0,0,1,58.0,71.0,2,3,2,2,2,3.0,2,2,4.0,0
1,0,0,20.0,20.0,3,4,5,1,2,4.0,3,4,4.0,1
0,0,1,20.0,4.0,3,1,1,1,1,2.0,3,1,5.0,0
0,0,1,42.0,34.0,1,2,4,4,4,3.0,1,4,4.0,0
0,0,1,3.0,2.0,2,1,1,1,1,4.0,2,1,3.0,0
0,0,1,28.0,24.0,1,3,3,3,3,3.0,2,3,4.0,0
1,0,0,29.0,32.0,1,5,1,5,5,5.0,1,5,5.0,1
1,0,1,1.0,0.0,1,5,3,4,2,5.0,5,5,5.0,1
1,0,1,33.0,34.0,1,4,4,4,4,4.0,4,4,3.0,1
0,0,1,24.0,62.0,3,3,5,5,5,2.0,3,5,3.5305437342478205,0
1,0,0,46.0,43.0,4,4,2,2,2,4.0,2,2,3.0,0
1,0,1,168.0,162.0,3,5,3,3,3,3.5396954922943435,3,3,4.0,0
0,0,0,0.0,0.0,5,1,1,1,1,5.0,5,1,3.5305437342478205,1
0,0,0,21.0,9.0,3,1,2,5,5,4.0,3,5,4.0,0
1,0,1,3.0,10.0,2,2,2,2,2,2.0,2,2,3.5305437342478205,0
1,0,1,38.0,28.0,5,2,5,5,5,3.5396954922943435,5,5,4.0,1
1,0,1,18.0,26.0,3,2,2,2,2,4.0,2,2,3.0,0
0,0,1,32.0,19.0,5,4,1,1,1,3.5396954922943435,5,1,4.0,1
1,0,0,66.0,70.0,2,3,4,1,1,3.0,3,3,3.0,0
1,1,1,27.0,14.0,5,1,4,1,4,3.5396954922943435,5,1,3.5305437342478205,1
1,1,1,6.0,18.0,3,3,5,5,5,3.5396954922943435,3,5,2.0,0
1,1,1,4.0,4.0,5,1,5,5,5,2.0,5,5,2.0,1
1,1,1,2.0,0.0,3,3,1,4,4,5.0,3,4,5.0,0
1,1,1,86.0,85.0,2,5,5,5,5,4.0,2,5,5.0,0
1,1,1,30.0,23.0,2,3,4,5,3,3.0,1,3,3.0,0
1,1,1,43.0,30.0,1,3,3,4,5,3.0,1,3,2.0,0
1,1,1,105.0,122.0,1,5,4,4,4,4.0,1,4,5.0,0
1,1,1,2.0,0.0,3,2,5,3,4,2.0,3,2,2.0,0
1,1,1,9.0,1.0,3,3,4,4,4,4.0,3,4,4.0,0
1,1,1,1.0,0.0,2,3,5,4,4,3.0,2,3,3.0,0
1,1,1,1.0,0.0,0,4,2,2,2,5.0,0,2,5.0,1
1,1,1,1.0,0.0,5,1,3,3,1,3.5396954922943435,5,1,3.5305437342478205,1
1,1,1,4.0,0.0,2,4,1,1,1,5.0,2,1,5.0,0
1,1,1,14.0,0.0,1,3,1,1,1,3.0,2,1,3.0,0
1,1,1,105.0,87.0,3,4,3,3,3,4.0,3,3,4.0,0
1,1,1,0.0,0.0,4,4,2,2,2,4.0,4,2,3.5305437342478205,0
1,1,1,0.0,13.0,3,5,5,3,4,5.0,3,5,5.0,0
1,1,1,58.0,56.0,4,4,5,5,5,4.0,4,5,4.0,0
1,1,1,13.0,5.0,2,4,3,3,3,4.0,2,3,4.0,0
1,1,1,1.0,12.0,2,3,4,4,4,4.0,2,4,4.0,0
1,1,1,0.0,0.0,5,5,2,3,2,5.0,5,5,5.0,1
1,1,1,17.0,1.0,3,3,5,5,5,5.0,3,5,5.0,0
1,1,1,1.0,4.0,2,4,5,2,2,5.0,2,2,5.0,0
1,1,1,63.0,50.0,0,5,1,5,5,4.0,1,5,4.0,0
1,1,1,19.0,3.0,3,4,2,2,2,4.0,3,2,5.0,0
1,1,1,35.0,27.0,2,1,2,2,5,3.5396954922943435,2,1,3.5305437342478205,0
1,1,1,3.0,4.0,2,5,4,4,4,4.0,2,4,5.0,0
1,1,1,50.0,37.0,2,3,3,3,3,3.0,2,3,3.0,0
1,1,1,1.0,0.0,2,2,1,1,1,3.0,1,1,4.0,0
1,1,1,15.0,11.0,2,1,2,2,2,3.0,2,2,2.0,0
